2023-02-13 20:54:09,274 INFO    StreamThr :26832 [internal.py:wandb_internal():87] W&B internal server running at pid: 26832, started at: 2023-02-13 20:54:09.273510
2023-02-13 20:54:09,275 DEBUG   HandlerThread:26832 [handler.py:handle_request():144] handle_request: status
2023-02-13 20:54:09,277 INFO    WriterThread:26832 [datastore.py:open_for_write():85] open: /home/daniel/PycharmProjects/genre_classification/preprocess/wandb/run-20230213_205409-oxeo3hrt/run-oxeo3hrt.wandb
2023-02-13 20:54:09,278 DEBUG   SenderThread:26832 [sender.py:send():336] send: header
2023-02-13 20:54:09,281 DEBUG   SenderThread:26832 [sender.py:send():336] send: run
2023-02-13 20:54:09,720 INFO    SenderThread:26832 [dir_watcher.py:__init__():216] watching files in: /home/daniel/PycharmProjects/genre_classification/preprocess/wandb/run-20230213_205409-oxeo3hrt/files
2023-02-13 20:54:09,720 INFO    SenderThread:26832 [sender.py:_start_run_threads():1067] run started: oxeo3hrt with start time 1676332449.272713
2023-02-13 20:54:09,720 DEBUG   SenderThread:26832 [sender.py:send_request():363] send_request: summary_record
2023-02-13 20:54:09,720 INFO    SenderThread:26832 [sender.py:_save_file():1321] saving file wandb-summary.json with policy end
2023-02-13 20:54:09,723 DEBUG   HandlerThread:26832 [handler.py:handle_request():144] handle_request: check_version
2023-02-13 20:54:09,723 DEBUG   SenderThread:26832 [sender.py:send_request():363] send_request: check_version
2023-02-13 20:54:09,838 DEBUG   HandlerThread:26832 [handler.py:handle_request():144] handle_request: run_start
2023-02-13 20:54:09,845 ERROR   HandlerThread:26832 [gpu.py:is_available():351] Error initializing NVML: Driver Not Loaded
2023-02-13 20:54:09,845 DEBUG   HandlerThread:26832 [system_info.py:__init__():31] System info init
2023-02-13 20:54:09,845 DEBUG   HandlerThread:26832 [system_info.py:__init__():46] System info init done
2023-02-13 20:54:09,845 INFO    HandlerThread:26832 [system_monitor.py:start():151] Starting system monitor
2023-02-13 20:54:09,845 INFO    SystemMonitor:26832 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-02-13 20:54:09,845 INFO    HandlerThread:26832 [system_monitor.py:probe():172] Collecting system info
2023-02-13 20:54:09,845 INFO    SystemMonitor:26832 [interfaces.py:start():168] Started cpu
2023-02-13 20:54:09,846 INFO    SystemMonitor:26832 [interfaces.py:start():168] Started disk
2023-02-13 20:54:09,846 INFO    SystemMonitor:26832 [interfaces.py:start():168] Started memory
2023-02-13 20:54:09,847 INFO    SystemMonitor:26832 [interfaces.py:start():168] Started network
2023-02-13 20:54:09,868 DEBUG   HandlerThread:26832 [system_info.py:probe():195] Probing system
2023-02-13 20:54:09,871 DEBUG   HandlerThread:26832 [system_info.py:_probe_git():180] Probing git
2023-02-13 20:54:09,877 DEBUG   HandlerThread:26832 [system_info.py:_probe_git():188] Probing git done
2023-02-13 20:54:09,877 DEBUG   HandlerThread:26832 [system_info.py:probe():241] Probing system done
2023-02-13 20:54:09,877 DEBUG   HandlerThread:26832 [system_monitor.py:probe():181] {'os': 'Linux-5.15.0-60-generic-x86_64-with-glibc2.31', 'python': '3.9.15', 'heartbeatAt': '2023-02-13T23:54:09.868233', 'startedAt': '2023-02-13T23:54:09.267450', 'docker': None, 'cuda': None, 'args': ('--input_artifact', 'raw_data.parquet:latest', '--artifact_name', 'preprocessed_data.csv', '--artifact_type', 'preprocessed_data', '--artifact_description', 'Data with preprocessing applied'), 'state': 'running', 'program': '/home/daniel/PycharmProjects/genre_classification/preprocess/run.py', 'codePath': 'preprocess/run.py', 'git': {'remote': 'https://github.com/dangstan/genre_classification.git', 'commit': '4a2518d19eb9ecb90313aa20160a1d9ebb25e59b'}, 'email': 'dangstan@github.com', 'root': '/home/daniel/PycharmProjects/genre_classification', 'host': 'dangstan', 'username': 'daniel', 'executable': '/home/daniel/miniconda3/envs/mlflow-07320cf52bead6b221f077a9ae511ff995de74d1/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2470.964, 'min': 2200.0, 'max': 3800.0}, 'cpu_freq_per_core': [{'current': 3800.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 4335.424, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2800.0, 'min': 2200.0, 'max': 3800.0}], 'disk': {'total': 447.6293258666992, 'used': 181.99427032470703}, 'memory': {'total': 46.94042205810547}}
2023-02-13 20:54:09,877 INFO    HandlerThread:26832 [system_monitor.py:probe():182] Finished collecting system info
2023-02-13 20:54:09,877 INFO    HandlerThread:26832 [system_monitor.py:probe():185] Publishing system info
2023-02-13 20:54:09,877 DEBUG   HandlerThread:26832 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-02-13 20:54:09,877 DEBUG   HandlerThread:26832 [system_info.py:_save_pip():67] Saving pip packages done
2023-02-13 20:54:09,877 DEBUG   HandlerThread:26832 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-02-13 20:54:10,559 DEBUG   HandlerThread:26832 [system_info.py:_save_conda():86] Saving conda packages done
2023-02-13 20:54:10,560 INFO    HandlerThread:26832 [system_monitor.py:probe():187] Finished publishing system info
2023-02-13 20:54:10,562 DEBUG   SenderThread:26832 [sender.py:send():336] send: files
2023-02-13 20:54:10,562 INFO    SenderThread:26832 [sender.py:_save_file():1321] saving file wandb-metadata.json with policy now
2023-02-13 20:54:10,567 DEBUG   HandlerThread:26832 [handler.py:handle_request():144] handle_request: stop_status
2023-02-13 20:54:10,567 DEBUG   SenderThread:26832 [sender.py:send():336] send: telemetry
2023-02-13 20:54:10,567 DEBUG   SenderThread:26832 [sender.py:send_request():363] send_request: stop_status
2023-02-13 20:54:10,722 INFO    Thread-13 :26832 [dir_watcher.py:_on_file_created():275] file/dir created: /home/daniel/PycharmProjects/genre_classification/preprocess/wandb/run-20230213_205409-oxeo3hrt/files/conda-environment.yaml
2023-02-13 20:54:10,722 INFO    Thread-13 :26832 [dir_watcher.py:_on_file_created():275] file/dir created: /home/daniel/PycharmProjects/genre_classification/preprocess/wandb/run-20230213_205409-oxeo3hrt/files/requirements.txt
2023-02-13 20:54:10,722 INFO    Thread-13 :26832 [dir_watcher.py:_on_file_created():275] file/dir created: /home/daniel/PycharmProjects/genre_classification/preprocess/wandb/run-20230213_205409-oxeo3hrt/files/wandb-metadata.json
2023-02-13 20:54:10,722 INFO    Thread-13 :26832 [dir_watcher.py:_on_file_created():275] file/dir created: /home/daniel/PycharmProjects/genre_classification/preprocess/wandb/run-20230213_205409-oxeo3hrt/files/wandb-summary.json
2023-02-13 20:54:11,183 DEBUG   SenderThread:26832 [sender.py:send():336] send: use_artifact
2023-02-13 20:54:11,220 INFO    wandb-upload_0:26832 [upload_job.py:push():138] Uploaded file /tmp/tmp18hewlnlwandb/56hqo5uq-wandb-metadata.json
2023-02-13 20:54:11,721 INFO    Thread-13 :26832 [dir_watcher.py:_on_file_created():275] file/dir created: /home/daniel/PycharmProjects/genre_classification/preprocess/wandb/run-20230213_205409-oxeo3hrt/files/output.log
2023-02-13 20:54:12,137 DEBUG   HandlerThread:26832 [handler.py:handle_request():144] handle_request: log_artifact
2023-02-13 20:54:12,137 DEBUG   SenderThread:26832 [sender.py:send_request():363] send_request: log_artifact
2023-02-13 20:54:12,734 INFO    SenderThread:26832 [sender.py:send_request_log_artifact():1381] logged artifact preprocessed_data.csv - {'id': 'QXJ0aWZhY3Q6MzY1NjMwMDMx', 'digest': '3ff5c7d9f2ad79fe03302ed9b9506865', 'state': 'COMMITTED', 'aliases': [{'artifactCollectionName': 'preprocessed_data.csv', 'alias': 'latest'}, {'artifactCollectionName': 'preprocessed_data.csv', 'alias': 'v0'}], 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjUyODYwNTgz', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6MzY1NjMwMDMx', 'versionIndex': 0}}, 'version': 'v0'}
2023-02-13 20:54:12,734 DEBUG   SenderThread:26832 [sender.py:send():336] send: exit
