2023-02-14 21:03:01,700 INFO    StreamThr :41795 [internal.py:wandb_internal():87] W&B internal server running at pid: 41795, started at: 2023-02-14 21:03:01.699918
2023-02-14 21:03:01,701 DEBUG   HandlerThread:41795 [handler.py:handle_request():144] handle_request: status
2023-02-14 21:03:01,702 INFO    WriterThread:41795 [datastore.py:open_for_write():85] open: /home/daniel/PycharmProjects/genre_classification/preprocess/wandb/run-20230214_210301-ul1idvkb/run-ul1idvkb.wandb
2023-02-14 21:03:01,703 DEBUG   SenderThread:41795 [sender.py:send():336] send: header
2023-02-14 21:03:01,706 DEBUG   SenderThread:41795 [sender.py:send():336] send: run
2023-02-14 21:03:02,140 INFO    SenderThread:41795 [dir_watcher.py:__init__():216] watching files in: /home/daniel/PycharmProjects/genre_classification/preprocess/wandb/run-20230214_210301-ul1idvkb/files
2023-02-14 21:03:02,140 INFO    SenderThread:41795 [sender.py:_start_run_threads():1067] run started: ul1idvkb with start time 1676419381.698003
2023-02-14 21:03:02,140 DEBUG   SenderThread:41795 [sender.py:send_request():363] send_request: summary_record
2023-02-14 21:03:02,140 INFO    SenderThread:41795 [sender.py:_save_file():1321] saving file wandb-summary.json with policy end
2023-02-14 21:03:02,142 DEBUG   HandlerThread:41795 [handler.py:handle_request():144] handle_request: check_version
2023-02-14 21:03:02,142 DEBUG   SenderThread:41795 [sender.py:send_request():363] send_request: check_version
2023-02-14 21:03:02,274 DEBUG   HandlerThread:41795 [handler.py:handle_request():144] handle_request: run_start
2023-02-14 21:03:02,282 ERROR   HandlerThread:41795 [gpu.py:is_available():351] Error initializing NVML: Driver Not Loaded
2023-02-14 21:03:02,282 DEBUG   HandlerThread:41795 [system_info.py:__init__():31] System info init
2023-02-14 21:03:02,282 DEBUG   HandlerThread:41795 [system_info.py:__init__():46] System info init done
2023-02-14 21:03:02,282 INFO    HandlerThread:41795 [system_monitor.py:start():151] Starting system monitor
2023-02-14 21:03:02,282 INFO    SystemMonitor:41795 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-02-14 21:03:02,282 INFO    HandlerThread:41795 [system_monitor.py:probe():172] Collecting system info
2023-02-14 21:03:02,283 INFO    SystemMonitor:41795 [interfaces.py:start():168] Started cpu
2023-02-14 21:03:02,283 INFO    SystemMonitor:41795 [interfaces.py:start():168] Started disk
2023-02-14 21:03:02,284 INFO    SystemMonitor:41795 [interfaces.py:start():168] Started memory
2023-02-14 21:03:02,284 INFO    SystemMonitor:41795 [interfaces.py:start():168] Started network
2023-02-14 21:03:02,309 DEBUG   HandlerThread:41795 [system_info.py:probe():195] Probing system
