2023-02-14 20:22:33,361 INFO    StreamThr :19793 [internal.py:wandb_internal():87] W&B internal server running at pid: 19793, started at: 2023-02-14 20:22:33.361490
2023-02-14 20:22:33,363 DEBUG   HandlerThread:19793 [handler.py:handle_request():144] handle_request: status
2023-02-14 20:22:33,364 INFO    WriterThread:19793 [datastore.py:open_for_write():85] open: /home/daniel/PycharmProjects/genre_classification/download/wandb/run-20230214_202233-yxea4jrv/run-yxea4jrv.wandb
2023-02-14 20:22:33,365 DEBUG   SenderThread:19793 [sender.py:send():336] send: header
2023-02-14 20:22:33,365 DEBUG   SenderThread:19793 [sender.py:send():336] send: run
2023-02-14 20:22:33,877 INFO    SenderThread:19793 [dir_watcher.py:__init__():216] watching files in: /home/daniel/PycharmProjects/genre_classification/download/wandb/run-20230214_202233-yxea4jrv/files
2023-02-14 20:22:33,877 INFO    SenderThread:19793 [sender.py:_start_run_threads():1067] run started: yxea4jrv with start time 1676416953.359111
2023-02-14 20:22:33,877 DEBUG   SenderThread:19793 [sender.py:send_request():363] send_request: summary_record
2023-02-14 20:22:33,877 INFO    SenderThread:19793 [sender.py:_save_file():1321] saving file wandb-summary.json with policy end
2023-02-14 20:22:33,882 DEBUG   HandlerThread:19793 [handler.py:handle_request():144] handle_request: check_version
2023-02-14 20:22:33,882 DEBUG   SenderThread:19793 [sender.py:send_request():363] send_request: check_version
2023-02-14 20:22:34,100 DEBUG   HandlerThread:19793 [handler.py:handle_request():144] handle_request: run_start
2023-02-14 20:22:34,107 ERROR   HandlerThread:19793 [gpu.py:is_available():351] Error initializing NVML: Driver Not Loaded
2023-02-14 20:22:34,107 DEBUG   HandlerThread:19793 [system_info.py:__init__():31] System info init
2023-02-14 20:22:34,108 DEBUG   HandlerThread:19793 [system_info.py:__init__():46] System info init done
2023-02-14 20:22:34,108 INFO    HandlerThread:19793 [system_monitor.py:start():151] Starting system monitor
2023-02-14 20:22:34,108 INFO    SystemMonitor:19793 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-02-14 20:22:34,108 INFO    HandlerThread:19793 [system_monitor.py:probe():172] Collecting system info
2023-02-14 20:22:34,108 INFO    SystemMonitor:19793 [interfaces.py:start():168] Started cpu
2023-02-14 20:22:34,108 INFO    SystemMonitor:19793 [interfaces.py:start():168] Started disk
2023-02-14 20:22:34,109 INFO    SystemMonitor:19793 [interfaces.py:start():168] Started memory
2023-02-14 20:22:34,109 INFO    SystemMonitor:19793 [interfaces.py:start():168] Started network
2023-02-14 20:22:34,151 DEBUG   HandlerThread:19793 [system_info.py:probe():195] Probing system
2023-02-14 20:22:34,152 DEBUG   HandlerThread:19793 [system_info.py:_probe_git():180] Probing git
2023-02-14 20:22:34,156 DEBUG   HandlerThread:19793 [system_info.py:_probe_git():188] Probing git done
2023-02-14 20:22:34,156 DEBUG   HandlerThread:19793 [system_info.py:probe():241] Probing system done
2023-02-14 20:22:34,156 DEBUG   HandlerThread:19793 [system_monitor.py:probe():181] {'os': 'Linux-5.15.0-60-generic-x86_64-with-glibc2.31', 'python': '3.11.0', 'heartbeatAt': '2023-02-14T23:22:34.151193', 'startedAt': '2023-02-14T23:22:33.354453', 'docker': None, 'cuda': None, 'args': ('--file_url', 'https://github.com/udacity/nd0821-c2-build-model-workflow-exercises/blob/master/lesson-2-data-exploration-and-preparation/exercises/exercise_4/starter/genres_mod.parquet?raw=true', '--artifact_name', 'raw_data.parquet', '--artifact_type', 'raw_data', '--artifact_description', 'Data as downloaded'), 'state': 'running', 'program': '/home/daniel/PycharmProjects/genre_classification/download/download_data.py', 'codePath': 'download/download_data.py', 'git': {'remote': 'https://github.com/dangstan/genre_classification.git', 'commit': '4a2518d19eb9ecb90313aa20160a1d9ebb25e59b'}, 'email': 'dangstan@github.com', 'root': '/home/daniel/PycharmProjects/genre_classification', 'host': 'dangstan', 'username': 'daniel', 'executable': '/home/daniel/miniconda3/envs/mlflow-a1d43872affffcfe32bc63f817b37a020f200f83/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2382.8910625, 'min': 2200.0, 'max': 3800.0}, 'cpu_freq_per_core': [{'current': 3968.358, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2137.485, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2800.0, 'min': 2200.0, 'max': 3800.0}], 'disk': {'total': 447.6293258666992, 'used': 178.83926010131836}, 'memory': {'total': 46.940425872802734}}
2023-02-14 20:22:34,156 INFO    HandlerThread:19793 [system_monitor.py:probe():182] Finished collecting system info
2023-02-14 20:22:34,156 INFO    HandlerThread:19793 [system_monitor.py:probe():185] Publishing system info
2023-02-14 20:22:34,156 DEBUG   HandlerThread:19793 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-02-14 20:22:34,156 DEBUG   HandlerThread:19793 [system_info.py:_save_pip():67] Saving pip packages done
2023-02-14 20:22:34,156 DEBUG   HandlerThread:19793 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-02-14 20:22:34,727 DEBUG   HandlerThread:19793 [system_info.py:_save_conda():86] Saving conda packages done
2023-02-14 20:22:34,728 INFO    HandlerThread:19793 [system_monitor.py:probe():187] Finished publishing system info
2023-02-14 20:22:34,729 DEBUG   SenderThread:19793 [sender.py:send():336] send: files
2023-02-14 20:22:34,729 INFO    SenderThread:19793 [sender.py:_save_file():1321] saving file wandb-metadata.json with policy now
2023-02-14 20:22:34,734 DEBUG   SenderThread:19793 [sender.py:send():336] send: telemetry
