2023-02-14 20:08:13,661 INFO    StreamThr :11157 [internal.py:wandb_internal():87] W&B internal server running at pid: 11157, started at: 2023-02-14 20:08:13.661681
2023-02-14 20:08:13,663 DEBUG   HandlerThread:11157 [handler.py:handle_request():144] handle_request: status
2023-02-14 20:08:13,664 INFO    WriterThread:11157 [datastore.py:open_for_write():85] open: /home/daniel/PycharmProjects/genre_classification/download/wandb/run-20230214_200813-1i0xfdr1/run-1i0xfdr1.wandb
2023-02-14 20:08:13,665 DEBUG   SenderThread:11157 [sender.py:send():336] send: header
2023-02-14 20:08:13,666 DEBUG   SenderThread:11157 [sender.py:send():336] send: run
2023-02-14 20:08:14,103 INFO    SenderThread:11157 [dir_watcher.py:__init__():216] watching files in: /home/daniel/PycharmProjects/genre_classification/download/wandb/run-20230214_200813-1i0xfdr1/files
2023-02-14 20:08:14,103 INFO    SenderThread:11157 [sender.py:_start_run_threads():1067] run started: 1i0xfdr1 with start time 1676416093.660893
2023-02-14 20:08:14,103 DEBUG   SenderThread:11157 [sender.py:send_request():363] send_request: summary_record
2023-02-14 20:08:14,103 INFO    SenderThread:11157 [sender.py:_save_file():1321] saving file wandb-summary.json with policy end
2023-02-14 20:08:14,103 DEBUG   HandlerThread:11157 [handler.py:handle_request():144] handle_request: check_version
2023-02-14 20:08:14,103 DEBUG   SenderThread:11157 [sender.py:send_request():363] send_request: check_version
2023-02-14 20:08:14,212 DEBUG   HandlerThread:11157 [handler.py:handle_request():144] handle_request: run_start
2023-02-14 20:08:14,221 ERROR   HandlerThread:11157 [gpu.py:is_available():351] Error initializing NVML: Driver Not Loaded
2023-02-14 20:08:14,222 DEBUG   HandlerThread:11157 [system_info.py:__init__():31] System info init
2023-02-14 20:08:14,222 DEBUG   HandlerThread:11157 [system_info.py:__init__():46] System info init done
2023-02-14 20:08:14,222 INFO    HandlerThread:11157 [system_monitor.py:start():151] Starting system monitor
2023-02-14 20:08:14,222 INFO    SystemMonitor:11157 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-02-14 20:08:14,222 INFO    HandlerThread:11157 [system_monitor.py:probe():172] Collecting system info
2023-02-14 20:08:14,222 INFO    SystemMonitor:11157 [interfaces.py:start():168] Started cpu
2023-02-14 20:08:14,222 INFO    SystemMonitor:11157 [interfaces.py:start():168] Started disk
2023-02-14 20:08:14,223 INFO    SystemMonitor:11157 [interfaces.py:start():168] Started memory
2023-02-14 20:08:14,223 INFO    SystemMonitor:11157 [interfaces.py:start():168] Started network
2023-02-14 20:08:14,249 DEBUG   HandlerThread:11157 [system_info.py:probe():195] Probing system
2023-02-14 20:08:14,250 DEBUG   HandlerThread:11157 [system_info.py:_probe_git():180] Probing git
2023-02-14 20:08:14,254 DEBUG   HandlerThread:11157 [system_info.py:_probe_git():188] Probing git done
2023-02-14 20:08:14,255 DEBUG   HandlerThread:11157 [system_info.py:probe():241] Probing system done
