2023-02-14 20:25:37,898 INFO    StreamThr :23196 [internal.py:wandb_internal():87] W&B internal server running at pid: 23196, started at: 2023-02-14 20:25:37.898464
2023-02-14 20:25:37,900 DEBUG   HandlerThread:23196 [handler.py:handle_request():144] handle_request: status
2023-02-14 20:25:37,902 INFO    WriterThread:23196 [datastore.py:open_for_write():85] open: /home/daniel/PycharmProjects/genre_classification/preprocess/wandb/run-20230214_202537-8z7tnqvw/run-8z7tnqvw.wandb
2023-02-14 20:25:37,902 DEBUG   SenderThread:23196 [sender.py:send():336] send: header
2023-02-14 20:25:37,906 DEBUG   SenderThread:23196 [sender.py:send():336] send: run
2023-02-14 20:25:38,340 INFO    SenderThread:23196 [dir_watcher.py:__init__():216] watching files in: /home/daniel/PycharmProjects/genre_classification/preprocess/wandb/run-20230214_202537-8z7tnqvw/files
2023-02-14 20:25:38,340 INFO    SenderThread:23196 [sender.py:_start_run_threads():1067] run started: 8z7tnqvw with start time 1676417137.897684
2023-02-14 20:25:38,340 DEBUG   SenderThread:23196 [sender.py:send_request():363] send_request: summary_record
2023-02-14 20:25:38,340 INFO    SenderThread:23196 [sender.py:_save_file():1321] saving file wandb-summary.json with policy end
2023-02-14 20:25:38,342 DEBUG   HandlerThread:23196 [handler.py:handle_request():144] handle_request: check_version
2023-02-14 20:25:38,343 DEBUG   SenderThread:23196 [sender.py:send_request():363] send_request: check_version
2023-02-14 20:25:38,433 DEBUG   HandlerThread:23196 [handler.py:handle_request():144] handle_request: run_start
2023-02-14 20:25:38,439 ERROR   HandlerThread:23196 [gpu.py:is_available():351] Error initializing NVML: Driver Not Loaded
2023-02-14 20:25:38,440 DEBUG   HandlerThread:23196 [system_info.py:__init__():31] System info init
2023-02-14 20:25:38,440 DEBUG   HandlerThread:23196 [system_info.py:__init__():46] System info init done
2023-02-14 20:25:38,440 INFO    HandlerThread:23196 [system_monitor.py:start():151] Starting system monitor
2023-02-14 20:25:38,440 INFO    SystemMonitor:23196 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-02-14 20:25:38,440 INFO    HandlerThread:23196 [system_monitor.py:probe():172] Collecting system info
2023-02-14 20:25:38,440 INFO    SystemMonitor:23196 [interfaces.py:start():168] Started cpu
2023-02-14 20:25:38,440 INFO    SystemMonitor:23196 [interfaces.py:start():168] Started disk
2023-02-14 20:25:38,441 INFO    SystemMonitor:23196 [interfaces.py:start():168] Started memory
2023-02-14 20:25:38,441 INFO    SystemMonitor:23196 [interfaces.py:start():168] Started network
2023-02-14 20:25:38,468 DEBUG   HandlerThread:23196 [system_info.py:probe():195] Probing system
2023-02-14 20:25:38,473 DEBUG   HandlerThread:23196 [system_info.py:_probe_git():180] Probing git
2023-02-14 20:25:38,479 DEBUG   HandlerThread:23196 [system_info.py:_probe_git():188] Probing git done
2023-02-14 20:25:38,479 DEBUG   HandlerThread:23196 [system_info.py:probe():241] Probing system done
2023-02-14 20:25:38,479 DEBUG   HandlerThread:23196 [system_monitor.py:probe():181] {'os': 'Linux-5.15.0-60-generic-x86_64-with-glibc2.31', 'python': '3.9.15', 'heartbeatAt': '2023-02-14T23:25:38.468911', 'startedAt': '2023-02-14T23:25:37.892128', 'docker': None, 'cuda': None, 'args': ('--input_artifact', 'raw_data.parquet:latest', '--artifact_name', 'preprocessed_data.csv', '--artifact_type', 'preprocessed_data', '--artifact_description', 'Data with preprocessing applied'), 'state': 'running', 'program': '/home/daniel/PycharmProjects/genre_classification/preprocess/run.py', 'codePath': 'preprocess/run.py', 'git': {'remote': 'https://github.com/dangstan/genre_classification.git', 'commit': '4a2518d19eb9ecb90313aa20160a1d9ebb25e59b'}, 'email': 'dangstan@github.com', 'root': '/home/daniel/PycharmProjects/genre_classification', 'host': 'dangstan', 'username': 'daniel', 'executable': '/home/daniel/miniconda3/envs/mlflow-07320cf52bead6b221f077a9ae511ff995de74d1/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2235.851375, 'min': 2200.0, 'max': 3800.0}, 'cpu_freq_per_core': [{'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2773.622, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}], 'disk': {'total': 447.6293258666992, 'used': 179.0205841064453}, 'memory': {'total': 46.940425872802734}}
2023-02-14 20:25:38,479 INFO    HandlerThread:23196 [system_monitor.py:probe():182] Finished collecting system info
2023-02-14 20:25:38,479 INFO    HandlerThread:23196 [system_monitor.py:probe():185] Publishing system info
2023-02-14 20:25:38,479 DEBUG   HandlerThread:23196 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-02-14 20:25:38,479 DEBUG   HandlerThread:23196 [system_info.py:_save_pip():67] Saving pip packages done
2023-02-14 20:25:38,479 DEBUG   HandlerThread:23196 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-02-14 20:25:39,177 DEBUG   HandlerThread:23196 [system_info.py:_save_conda():86] Saving conda packages done
2023-02-14 20:25:39,178 INFO    HandlerThread:23196 [system_monitor.py:probe():187] Finished publishing system info
2023-02-14 20:25:39,180 DEBUG   SenderThread:23196 [sender.py:send():336] send: files
2023-02-14 20:25:39,180 INFO    SenderThread:23196 [sender.py:_save_file():1321] saving file wandb-metadata.json with policy now
2023-02-14 20:25:39,186 DEBUG   HandlerThread:23196 [handler.py:handle_request():144] handle_request: stop_status
2023-02-14 20:25:39,186 DEBUG   SenderThread:23196 [sender.py:send_request():363] send_request: stop_status
2023-02-14 20:25:39,342 INFO    Thread-13 :23196 [dir_watcher.py:_on_file_created():275] file/dir created: /home/daniel/PycharmProjects/genre_classification/preprocess/wandb/run-20230214_202537-8z7tnqvw/files/requirements.txt
2023-02-14 20:25:39,342 INFO    Thread-13 :23196 [dir_watcher.py:_on_file_created():275] file/dir created: /home/daniel/PycharmProjects/genre_classification/preprocess/wandb/run-20230214_202537-8z7tnqvw/files/conda-environment.yaml
2023-02-14 20:25:39,342 INFO    Thread-13 :23196 [dir_watcher.py:_on_file_created():275] file/dir created: /home/daniel/PycharmProjects/genre_classification/preprocess/wandb/run-20230214_202537-8z7tnqvw/files/wandb-metadata.json
